Code;Nom;DCI;Marque;Categorie;Rayon;Prix Vente;Prix Achat;Rx;Quantite;Date de preremption;Emplacement
6001087;AQUAFRESH PATE EXTRA FRESH;;AQUAFRESH PATE EXTRA FRESH;PARAPHARMA;PARAPHARMA;40000;1000;Non;0;2013-05-30;rayon
7603041;ARRIXACA LIMPIA CRISTALES 750ML;;ARRIXACA LIMPIA CRISTALES 750ML;PARAPHARMA;PARAPHARMA;18500;1000;Non;0;2013-05-31;rayon
7603096;ARRIXACA MULTIUSAGE;;ARRIXACA MULTIUSAGE;PARAPHARMA;PARAPHARMA;18500;1000;Non;0;2013-05-31;rayon
7600037;ATACHE SUCETTE BABY;;ATACHE SUCETTE BABY;PARAPHARMA;PARAPHARMA;45000;0;Non;0;2028-04-01;rayon
JULI001;ATTACHE SUCETTE;;ATTACHE SUCETTE;PARAPHARMA;PARAPHARMA;30000;0;Non;0;2030-01-01;rayon
6114820;AUCHAN MULTI-FRUIT;;AUCHAN MULTI-FRUIT;PARAPHARMA;PARAPHARMA;60000;0;Non;0;2026-01-01;rayon
2000204;AWANE PROTEGE;;AWANE PROTEGE;PARAPHARMA;PARAPHARMA;10000;5000;Non;0;2020-05-01;rayon
awib000007;AWIBI BIBERON 120ML;;AWIBI BIBERON 120ML;PARAPHARMA;PARAPHARMA;50000;35500;Non;11;2035-12-01;rayon
awib000006;AWIBI BIBERON 180ML;;AWIBI BIBERON 180ML;PARAPHARMA;PARAPHARMA;70000;50000;Non;12;2035-12-01;rayon
AWIB000005;AWIBI BIBERON 240ML;;AWIBI BIBERON 240ML;PARAPHARMA;PARAPHARMA;75000;53500;Non;11;2035-12-01;rayon
awib000010;AWIBI BRILLA LEVRE;;AWIBI BRILLA LEVRE;PARAPHARMA;PARAPHARMA;15000;10000;Non;23;2035-12-01;rayon
2459400;AWIBI DETERGENT;;AWIBI DETERGENT;PARAPHARMA;PARAPHARMA;40000;0;Non;10;2036-12-01;rayon
AWIB000004;AWIBI GOURDE;;AWIBI GOURDE;PARAPHARMA;PARAPHARMA;70000;50000;Non;11;2035-12-01;rayon
AWIB000002;AWIBI LOTION BEBE;;AWIBI LOTION BEBE;PARAPHARMA;PARAPHARMA;40000;28500;Non;7;2035-12-01;rayon
BIB00002;AWIBI MANAGE;;AWIBI MANAGE;PARAPHARMA;PARAPHARMA;40000;0;Non;5;2030-12-01;rayon
awib000011;AWIBI PATTE ENFANT;;AWIBI PATTE ENFANT;PARAPHARMA;PARAPHARMA;30000;21000;Non;1;2030-12-01;rayon
AWIB000003;AWIBI POUDRE BEBE;;AWIBI POUDRE BEBE;PARAPHARMA;PARAPHARMA;35000;25000;Non;24;2035-12-01;rayon
awib000012;AWIBI SAVON BEBE;;AWIBI SAVON BEBE;PARAPHARMA;PARAPHARMA;15000;10000;Non;59;2035-12-01;rayon
AWIBI00001;AWIBI SHAMPOO  BEBE;;AWIBI SHAMPOO  BEBE;PARAPHARMA;PARAPHARMA;40000;28500;Non;0;2035-12-01;rayon
awb0000008;AWIBI TETINE 0-6MOIS;;AWIBI TETINE 0-6MOIS;PARAPHARMA;PARAPHARMA;30000;21000;Non;8;2035-12-01;rayon
AWIB000009;AWIBI TETINE FRUITS;;AWIBI TETINE FRUITS;PARAPHARMA;PARAPHARMA;40000;28500;Non;22;2035-12-01;rayon
SAVO05;BABY HEAD CUSHION;;BABY HEAD CUSHION;PARAPHARMA;PARAPHARMA;100000;0;Non;2;2030-01-01;rayon
80472;BABY LOTION UP&UP;;BABY LOTION UP&UP;PARAPHARMA;PARAPHARMA;90000;0;Non;0;2012-02-20;rayon
PAMP013;BABY NAIL TRIMMER;;BABY NAIL TRIMMER;PARAPHARMA;PARAPHARMA;80000;0;Non;0;2030-01-01;rayon
BROS010;BABYCARE KIT;;BABYCARE KIT;PARAPHARMA;PARAPHARMA;100000;0;Non;0;2045-05-01;rayon
SANE001;BABY'S TABLEWARE SET;;BABY'S TABLEWARE SET;PARAPHARMA;PARAPHARMA;180000;0;Non;0;2028-01-01;rayon
APTO001;BACTIGEL 350ML;;BACTIGEL 350ML;PARAPHARMA;PARAPHARMA;35000;0;Non;16;2031-01-01;rayon
31122;BAIN DE BOUCHE FRESH;;BAIN DE BOUCHE FRESH;PARAPHARMA;PARAPHARMA;60000;0;Non;0;2027-01-01;rayon
1955300;BAIN DE BOUCHE MULTI ACTION;;BAIN DE BOUCHE MULTI ACTION;PARAPHARMA;PARAPHARMA;50000;0;Non;0;2028-01-01;rayon
BIBERON004;BIBERON  COOL;;BIBERON  COOL;PARAPHARMA;PARAPHARMA;40000;28000;Non;1;2030-12-01;rayon
bib0000001;BIBERON ADA;;BIBERON ADA;PARAPHARMA;PARAPHARMA;35000;25000;Non;5;2030-12-01;rayon
BIBE005;BIBERON ALGO;;BIBERON ALGO;PARAPHARMA;PARAPHARMA;80000;22000;Non;2;2030-02-01;rayon
534309;BIBERON ALVAR;;BIBERON ALVAR;PARAPHARMA;PARAPHARMA;60000;42000;Non;2;2030-12-01;rayon
alvar00007;BIBERON ALVAR;;BIBERON ALVAR;PARAPHARMA;PARAPHARMA;0;0;Non;0;2030-12-01;rayon
bibr000011;BIBERON AVENT 240ML;;BIBERON AVENT 240ML;PARAPHARMA;PARAPHARMA;130000;92500;Non;6;2035-12-01;rayon
bibr000013;BIBERON AVENT LOT DE 2;;BIBERON AVENT LOT DE 2;PARAPHARMA;PARAPHARMA;180000;125000;Non;3;2035-12-01;rayon
BBN0019;BIBERON BABISAFE;;BIBERON BABISAFE;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2040-12-01;rayon
BBN0017;BIBERON BABISAL 120ML;;BIBERON BABISAL 120ML;PARAPHARMA;PARAPHARMA;35000;25000;Non;4;2040-02-01;rayon
BBN0022;BIBERON BABISAL 240ML;;BIBERON BABISAL 240ML;PARAPHARMA;PARAPHARMA;0;0;Non;0;2040-02-19;rayon
BIB0006;BIBERON BABISIL 180ML;;BIBERON BABISIL 180ML;PARAPHARMA;PARAPHARMA;35000;25000;Non;2;2030-12-01;rayon
BBN0023;BIBERON BABISIL 240ML;;BIBERON BABISIL 240ML;PARAPHARMA;PARAPHARMA;40000;28500;Non;0;2040-02-19;rayon
BBN00024;BIBERON BABISIL 240ML;;BIBERON BABISIL 240ML;PARAPHARMA;PARAPHARMA;0;0;Non;0;2040-02-19;rayon
BBN00030;BIBERON BABISIL 240ML;;BIBERON BABISIL 240ML;PARAPHARMA;PARAPHARMA;0;0;Non;0;2026-02-19;rayon
6381683;BIBERON BEBE CONFORT;;BIBERON BEBE CONFORT;PARAPHARMA;PARAPHARMA;50000;32500;Non;1;2030-06-01;rayon
bibr00004;BIBERON BEBIKR;;BIBERON BEBIKR;PARAPHARMA;PARAPHARMA;70000;50000;Non;4;2035-12-01;rayon
biber00003;BIBERON CHICA 150ML;;BIBERON CHICA 150ML;PARAPHARMA;PARAPHARMA;50000;35500;Non;2;2030-12-01;rayon
bibero1000;BIBERON CHICA 250ML;;BIBERON CHICA 250ML;PARAPHARMA;PARAPHARMA;70000;50000;Non;5;2030-12-01;rayon
bibn°00001;BIBERON CHICA 250ML;;BIBERON CHICA 250ML;PARAPHARMA;PARAPHARMA;0;0;Non;0;2030-12-01;rayon
biberon1;BIBERON CHICA 280ML;;BIBERON CHICA 280ML;PARAPHARMA;PARAPHARMA;80000;57000;Non;6;2030-12-01;rayon
bibr000001;BIBERON CHICO 150ML;;BIBERON CHICO 150ML;PARAPHARMA;PARAPHARMA;90000;64000;Non;5;2035-12-01;rayon
bibr00002;BIBERON CHICO 240ML;;BIBERON CHICO 240ML;PARAPHARMA;PARAPHARMA;130000;92500;Non;5;2035-12-01;rayon
bibr00003;BIBERON CHICO 250ML;;BIBERON CHICO 250ML;PARAPHARMA;PARAPHARMA;150000;100000;Non;6;2035-12-01;rayon
bibr000012;BIBERON CHICO 280ML;;BIBERON CHICO 280ML;PARAPHARMA;PARAPHARMA;80000;57000;Non;6;2035-12-01;rayon
BIBERON003;BIBERON DBD;;BIBERON DBD;PARAPHARMA;PARAPHARMA;40000;28000;Non;4;2030-12-01;rayon
2592999;BIBERON DRAMA SILICON;;BIBERON DRAMA SILICON;PARAPHARMA;PARAPHARMA;120000;0;Non;1;2045-10-01;rayon
BBN0010;BIBERON EASY CARE;;BIBERON EASY CARE;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2040-02-01;rayon
CREA004;BIBERON ENABALE;;BIBERON ENABALE;PARAPHARMA;PARAPHARMA;90000;20000;Non;0;2040-04-01;rayon
BIBERON002;BIBERON FAIRE Y PRINCE;;BIBERON FAIRE Y PRINCE;PARAPHARMA;PARAPHARMA;40000;28000;Non;0;2030-12-01;rayon
biber00012;BIBERON FOODE FEEDER;;BIBERON FOODE FEEDER;PARAPHARMA;PARAPHARMA;50000;35500;Non;2;2035-12-01;rayon
4263826;BIBERON FREE;;BIBERON FREE;PARAPHARMA;PARAPHARMA;220000;0;Non;2;2045-01-01;rayon
biber00013;BIBERON GALL-SILLICONE MILK BOTTLE;;BIBERON GALL-SILLICONE MILK BOTTLE;PARAPHARMA;PARAPHARMA;60000;42500;Non;3;2035-12-01;rayon
BIBERON006;BIBERON INFANT;;BIBERON INFANT;PARAPHARMA;PARAPHARMA;40000;28000;Non;5;2030-12-01;rayon
biber0004;BIBERON KIN-SUN;;BIBERON KIN-SUN;PARAPHARMA;PARAPHARMA;45000;32000;Non;0;2035-12-01;rayon
BIBERON005;BIBERON LOGAO;;BIBERON LOGAO;PARAPHARMA;PARAPHARMA;30000;21000;Non;5;2030-12-01;rayon
BIBE006;BIBERON LONDONY;;BIBERON LONDONY;PARAPHARMA;PARAPHARMA;80000;15000;Non;2;2030-02-01;rayon
bibr000014;BIBERON M S E;;BIBERON M S E;PARAPHARMA;PARAPHARMA;60000;42000;Non;4;2035-12-01;rayon
bibr00005;BIBERON MAM;;BIBERON MAM;PARAPHARMA;PARAPHARMA;60000;42500;Non;4;2035-12-01;rayon
66674411;BIBERON MINIK DINOZORLOIR;;BIBERON MINIK DINOZORLOIR;PARAPHARMA;PARAPHARMA;120000;20000;Non;0;2030-06-01;rayon
BIB00004;BIBERON MINITREE 330ML;;BIBERON MINITREE 330ML;PARAPHARMA;PARAPHARMA;30000;21000;Non;0;2030-12-01;rayon
bib1;BIBERON MINITUTU;;BIBERON MINITUTU;PARAPHARMA;PARAPHARMA;40000;28500;Non;5;2030-12-01;rayon
bibr100001;BIBERON MOME EASY;;BIBERON MOME EASY;PARAPHARMA;PARAPHARMA;0;0;Non;0;2035-12-01;rayon
biber0001;BIBERON MOME EASY 240ML;;BIBERON MOME EASY 240ML;PARAPHARMA;PARAPHARMA;35000;25000;Non;3;2035-12-01;rayon
bibr000021;BIBERON MOME EASY 300ML;;BIBERON MOME EASY 300ML;PARAPHARMA;PARAPHARMA;35000;25000;Non;4;2035-12-01;rayon
biber00006;BIBERON MOME EASY LOT DE 2;;BIBERON MOME EASY LOT DE 2;PARAPHARMA;PARAPHARMA;60000;42500;Non;5;2035-12-01;rayon
biber00005;BIBERON N°10;;BIBERON N°10;PARAPHARMA;PARAPHARMA;30000;20500;Non;2;2035-12-01;rayon
bbi00001;BIBERON N°19;;BIBERON N°19;PARAPHARMA;PARAPHARMA;40000;28500;Non;0;2030-12-01;rayon
BIB0001;BIBERON N°20;;BIBERON N°20;PARAPHARMA;PARAPHARMA;45000;32000;Non;1;2030-12-01;rayon
biberon001;BIBERON N°9;;BIBERON N°9;PARAPHARMA;PARAPHARMA;30000;20500;Non;5;2030-12-01;rayon
BBN007;BIBERON N8;;BIBERON N8;PARAPHARMA;PARAPHARMA;40000;28500;Non;3;2040-02-19;rayon
BBN0016;BIBERON NO11;;BIBERON NO11;PARAPHARMA;PARAPHARMA;40000;28000;Non;1;2030-12-01;rayon
BBN0013;BIBERON NO12;;BIBERON NO12;PARAPHARMA;PARAPHARMA;40000;28;Non;0;2030-12-19;rayon
BBN0011;BIBERON NO14;;BIBERON NO14;PARAPHARMA;PARAPHARMA;50000;35000;Non;1;2030-12-01;rayon
BBN0012;BIBERON NO15;;BIBERON NO15;PARAPHARMA;PARAPHARMA;40000;28000;Non;1;2030-12-01;rayon
BBN015;BIBERON NO18;;BIBERON NO18;PARAPHARMA;PARAPHARMA;50000;34500;Non;3;2030-12-01;rayon
BBN002;BIBERON NO2;;BIBERON NO2;PARAPHARMA;PARAPHARMA;40000;28000;Non;2;2040-02-19;rayon
BBN003;BIBERON NO3;;BIBERON NO3;PARAPHARMA;PARAPHARMA;0;0;Non;0;2040-02-19;rayon
BBN004;BIBERON NO4;;BIBERON NO4;PARAPHARMA;PARAPHARMA;20000;12000;Non;3;2040-02-19;rayon
BBN005;BIBERON NO5;;BIBERON NO5;PARAPHARMA;PARAPHARMA;40000;28000;Non;1;2040-02-19;rayon
BBN6;BIBERON NO6;;BIBERON NO6;PARAPHARMA;PARAPHARMA;86000;56000;Non;0;2040-02-19;rayon
BIOS002;BIBERON NUK;;BIBERON NUK;PARAPHARMA;PARAPHARMA;80000;15000;Non;0;2030-03-01;rayon
BIBE002;BIBERON PLAYTEX;;BIBERON PLAYTEX;PARAPHARMA;PARAPHARMA;50000;22000;Non;0;2030-05-01;rayon
BIBE004;BIBERON PRETY;;BIBERON PRETY;PARAPHARMA;PARAPHARMA;45000;20000;Non;0;2030-05-01;rayon
SANO02;BIBERON SIBEIER 120ML;;BIBERON SIBEIER 120ML;PARAPHARMA;PARAPHARMA;35000;0;Non;0;2028-01-01;rayon
BBN0020;BIBERON SIBEIER 240ML;;BIBERON SIBEIER 240ML;PARAPHARMA;PARAPHARMA;50000;35500;Non;1;2040-02-19;rayon
136490;BIBERON SMART BEBE 280ML VERRE;;BIBERON SMART BEBE 280ML VERRE;PARAPHARMA;PARAPHARMA;60000;38500;Non;0;2030-01-01;rayon
BIB00005;BIBERON SWEET BABY 150ML;;BIBERON SWEET BABY 150ML;PARAPHARMA;PARAPHARMA;30000;21000;Non;3;2030-12-01;rayon
BIB00001;BIBERON SWEET BABY 300ML;;BIBERON SWEET BABY 300ML;PARAPHARMA;PARAPHARMA;40000;28500;Non;0;2030-12-01;rayon
bibr000007;BIBERON TWISTSHAK;;BIBERON TWISTSHAK;PARAPHARMA;PARAPHARMA;0;0;Non;0;2035-12-01;rayon
bibr000010;BIBERON TWISTSHAK 180ML;;BIBERON TWISTSHAK 180ML;PARAPHARMA;PARAPHARMA;80000;55000;Non;6;2035-12-01;rayon
BIBR00006;BIBERON TWISTSHAK 260ML;;BIBERON TWISTSHAK 260ML;PARAPHARMA;PARAPHARMA;120000;85000;Non;4;2035-12-01;rayon
BIBR007;BIBERON VERRE 150ML;;BIBERON VERRE 150ML;PARAPHARMA;PARAPHARMA;40000;0;Non;0;2023-11-01;rayon
BIBE001;BIBERON WEE BABY;;BIBERON WEE BABY;PARAPHARMA;PARAPHARMA;30000;22000;Non;6;2030-02-01;rayon
biber00002;BIBERON WIDE CALIBER 180ML;;BIBERON WIDE CALIBER 180ML;PARAPHARMA;PARAPHARMA;70000;50000;Non;3;2035-12-01;rayon
biber012;BIBERON WIDE CALIBER 240ML;;BIBERON WIDE CALIBER 240ML;PARAPHARMA;PARAPHARMA;90000;64000;Non;2;2035-12-01;rayon
bibr000032;BIBERON YESELINO;;BIBERON YESELINO;PARAPHARMA;PARAPHARMA;60000;42000;Non;3;2035-12-01;rayon
1600010;BIEN-ÉTRE GM 500ML;;BIEN-ÉTRE GM 500ML;PARAPHARMA;PARAPHARMA;90000;0;Non;0;2020-08-01;rayon
1550025;BIEN-ÉTRE PM 250ML;;BIEN-ÉTRE PM 250ML;PARAPHARMA;PARAPHARMA;64000;0;Non;0;2020-08-01;rayon
4404188;BIODERMA CREALINE;;BIODERMA CREALINE;PARAPHARMA;PARAPHARMA;150000;0;Non;3;2030-12-01;rayon
9200025;BIODERMA CREME ULTRA;;BIODERMA CREME ULTRA;PARAPHARMA;PARAPHARMA;180000;0;Non;2;2030-01-01;rayon
8100108;BIODERMA SEBIUM;;BIODERMA SEBIUM;PARAPHARMA;PARAPHARMA;150000;0;Non;2;2030-09-01;rayon
biscuit01;BISCUIT BELVITA;;BISCUIT BELVITA;PARAPHARMA;PARAPHARMA;50000;35500;Non;7;2026-10-01;rayon
bled000002;BISCUIT BLEDI;;BISCUIT BLEDI;PARAPHARMA;PARAPHARMA;40000;28000;Non;24;2026-11-01;rayon
biscuit005;BISCUIT BN;;BISCUIT BN;PARAPHARMA;PARAPHARMA;30000;21000;Non;9;2027-01-01;rayon
CHOCOG0001;BISCUIT CHOCOGRANI;;BISCUIT CHOCOGRANI;PARAPHARMA;PARAPHARMA;35000;25000;Non;22;2026-09-01;rayon
biscuitcl;BISCUIT CLASSIC BISCUITHÉ;;BISCUIT CLASSIC BISCUITHÉ;PARAPHARMA;PARAPHARMA;60000;42000;Non;3;2026-12-01;rayon
biscuit001;BISCUIT CRACOTTE;;BISCUIT CRACOTTE;PARAPHARMA;PARAPHARMA;50000;35500;Non;2;2027-01-01;rayon
bis0000002;BISCUIT DEGUSTATION;;BISCUIT DEGUSTATION;PARAPHARMA;PARAPHARMA;35000;25000;Non;20;2026-11-01;rayon
bscuit0006;BISCUIT DUO;;BISCUIT DUO;PARAPHARMA;PARAPHARMA;25000;17000;Non;12;2027-02-01;rayon
GRANO00001;BISCUIT GRANOLA;;BISCUIT GRANOLA;PARAPHARMA;PARAPHARMA;30000;21000;Non;13;2030-09-01;rayon
